t,water
8141,1566000
8142,1565000
8143,1567000
8144,1568000
8145,1569000
8146,1569000
8147,1569000
8148,1574000
8149,1579000
8150,1581000
8151,1582000
8152,1582000
8153,1582000
8154,1582000
8155,1580000
8156,1579000
8157,1577000
8158,1576000
8159,1577000
8160,1576000
8161,1578000
8162,1579000
8163,1578000
8164,1578000
8165,1579000
8166,1580000
8167,1581000
8168,1582000
8169,1583000
8170,1582000
8171,1581000
8172,1584000
8173,1592000
8174,1594000
8175,1595000
8176,1597000
8177,1596000
8178,1597000
8179,1593000
8180,1590000
8181,1589000
8182,1590000
8183,1588000
8184,1590000
8185,1585000
8186,1579000
8187,1579000
8188,1579000
8189,1579000
8190,1579000
8191,1580000
8192,1580000
8193,1581000
8194,1582000
8195,1583000
8196,1587000
8197,1594000
8198,1597000
8199,1601000
8200,1603000
8201,1602000
8202,1601000
8203,1597000
8204,1596000
8205,1594000
8206,1597000
8207,1595000
8208,1595000
8209,1596000
8210,1595000
8211,1596000
8212,1596000
8213,1597000
8214,1596000
8215,1598000
8216,1597000
8217,1598000
8218,1598000
8219,1600000
8220,1603000
8221,1610000
8222,1612000
8223,1613000
8224,1615000
8225,1616000
8226,1614000
8227,1610000
8228,1610000
8229,1608000
8230,1611000
8231,1610000
8232,1610000
8233,1609000
8234,1608000
8235,1608000
8236,1609000
8237,1608000
8238,1608000
8239,1609000
8240,1610000
8241,1609000
8242,1610000
8243,1611000
8244,1614000
8245,1622000
8246,1625000
8247,1627000
8248,1628000
8249,1627000
8250,1626000
8251,1622000
8252,1621000
8253,1620000
8254,1620000
8255,1621000
8256,1622000
8257,1621000
8258,1620000
8259,1619000
8260,1618000
8261,1619000
8262,1619000
8263,1620000
8264,1620000
8265,1620000
8266,1620000
8267,1621000
8268,1626000
8269,1631000
8270,1637000
8271,1637000
8272,1638000
8273,1638000
8274,1638000
8275,1634000
8276,1632000
8277,1631000
8278,1629000
8279,1630000
8280,1630000
8281,1629000
8282,1629000
8283,1631000
8284,1630000
8285,1630000
8286,1631000
8287,1630000
8288,1631000
8289,1631000
8290,1632000
8291,1633000
8292,1637000
8293,1643000
8294,1648000
8295,1649000
8296,1649000
8297,1650000
8298,1649000
8299,1646000
8300,1643000
8301,1642000
8302,1642000
8303,1641000
8304,1643000
8305,1642000
8306,1643000
8307,1644000
8308,1645000
8309,1645000
8310,1645000
8311,1645000
8312,1645000
8313,1645000
8314,1645000
8315,1646000
8316,1649000
8317,1651000
8318,1654000
8319,1659000
8320,1662000
8321,1659000
8322,1656000
8323,1655000
8324,1654000
8325,1652000
8326,1651000
8327,1651000
8328,1652000
8329,1653000
8330,1655000
8331,1656000
8332,1657000
8333,1657000
8334,1656000
8335,1655000
8336,1656000
8337,1655000
8338,1656000
8339,1656000
8340,1659000
8341,1663000
8342,1666000
8343,1665000
8344,1667000
8345,1666000
8346,1665000
8347,1665000
8348,1665000
8349,1665000
8350,1664000
8351,1665000
8352,1665000
8353,1665000
8354,1666000
8355,1665000
8356,1666000
8357,1667000
8358,1669000
8359,1669000
8360,1669000
8361,1669000
8362,1669000
8363,1670000
8364,1674000
8365,1679000
8366,1683000
8367,1686000
8368,1685000
8369,1687000
8370,1684000
8371,1680000
8372,1680000
8373,1679000
8374,1679000
8375,1678000
8376,1678000
8377,1678000
8378,1678000
8379,1678000
8380,1678000
8381,1680000
8382,1680000
8383,1680000
8384,1681000
8385,1681000
8386,1683000
8387,1683000
8388,1683000
8389,1684000
8390,1686000
8391,1689000
8392,1693000
8393,1694000
8394,1690000
8395,1689000
8396,1688000
8397,1688000
8398,1688000
8399,1688000
8400,1687000
8401,1687000
8402,1687000
8403,1688000
8404,1689000
8405,1689000
8406,1689000
8407,1690000
8408,1690000
8409,1690000
8410,1691000
8411,1692000
8412,1694000
8413,1694000
8414,1697000
8415,1697000
8416,1698000
8417,1697000
8418,1697000
8419,1698000
8420,1698000
8421,1705000
8422,1719000
8423,1737000
8424,1752000
8425,1762000
8426,1772000
8427,1790000
8428,1832000
8429,1904000
8430,1972000
8431,2036000
8432,2099000
8433,2154000
8434,2199000
8435,2237000
8436,2272000
8437,2306000
8438,2337000
8439,2365000
8440,2390000
8441,2411000
8442,2433000
8443,2446000
8444,2457000
8445,2466000
8446,2475000
8447,2483000
8448,2490000
8449,2495000
8450,2499000
8451,2504000
8452,2507000
8453,2512000
8454,2515000
8455,2517000
8456,2520000
8457,2522000
8458,2524000
8459,2525000
8460,2530000
8461,2535000
8462,2538000
8463,2541000
8464,2542000
8465,2545000
8466,2545000
8467,2546000
8468,2547000
8469,2547000
8470,2548000
8471,2548000
8472,2550000
8473,2552000
8474,2555000
8475,2559000
8476,2559000
8477,2563000
8478,2567000
8479,2569000
8480,2571000
8481,2574000
8482,2574000
8483,2576000
8484,2581000
8485,2592000
8486,2596000
8487,2601000
8488,2604000
8489,2602000
8490,2600000
8491,2598000
8492,2595000
8493,2596000
8494,2596000
8495,2595000
8496,2596000
8497,2596000
8498,2598000
8499,2597000
8500,2597000
8501,2597000
8502,2598000
8503,2600000
8504,2601000
8505,2602000
8506,2602000
8507,2602000
8508,2607000
8509,2611000
8510,2617000
8511,2620000
8512,2619000
8513,2618000
8514,2617000
8515,2611000
8516,2610000
8517,2608000
8518,2606000
8519,2606000
8520,2608000
8521,2608000
8522,2607000
8523,2606000
8524,2606000
8525,2607000
8526,2607000
8527,2606000
8528,2606000
8529,2608000
8530,2607000
8531,2608000
8532,2611000
8533,2621000
8534,2625000
8535,2628000
8536,2628000
8537,2628000
8538,2627000
8539,2624000
8540,2621000
8541,2616000
8542,2616000
8543,2615000
8544,2615000
8545,2614000
8546,2615000
8547,2614000
8548,2613000
8549,2615000
8550,2614000
8551,2614000
8552,2614000
8553,2616000
8554,2614000
8555,2616000
8556,2622000
8557,2628000
8558,2633000
8559,2636000
8560,2637000
8561,2636000
8562,2635000
8563,2633000
8564,2629000
8565,2629000
8566,2627000
8567,2627000
8568,2627000
8569,2626000
8570,2626000
8571,2627000
8572,2627000
8573,2627000
8574,2628000
8575,2629000
8576,2627000
8577,2628000
8578,2630000
8579,2630000
8580,2636000
8581,2644000
8582,2647000
8583,2649000
8584,2650000
8585,2651000
8586,2650000
8587,2647000
8588,2644000
8589,2642000
8590,2643000
8591,2641000
8592,2641000
8593,2639000
8594,2642000
8595,2640000
8596,2642000
8597,2641000
8598,2642000
8599,2642000
8600,2643000
8601,2641000
8602,2644000
8603,2645000
8604,2649000
8605,2658000
8606,2663000
8607,2664000
8608,2667000
8609,2668000
8610,2666000
8611,2663000
8612,2659000
8613,2658000
8614,2654000
8615,2655000
8616,2657000
8617,2658000
8618,2657000
8619,2656000
8620,2655000
8621,2657000
8622,2657000
8623,2659000
8624,2658000
8625,2656000
8626,2657000
8627,2660000
8628,2663000
8629,2673000
8630,2678000
8631,2682000
8632,2684000
8633,2682000
8634,2682000
8635,2677000
8636,2673000
8637,2671000
8638,2671000
8639,2670000
8640,2669000
8641,2670000
8642,2670000
8643,2670000
8644,2671000
8645,2669000
8646,2670000
8647,2671000
8648,2672000
8649,2672000
8650,2672000
8651,2672000
8652,2679000
8653,2687000
8654,2693000
8655,2697000
8656,2697000
8657,2695000
8658,2697000
8659,2692000
8660,2694000
8661,2691000
8662,2688000
8663,2689000
8664,2688000
8665,2688000
8666,2687000
8667,2689000
8668,2687000
8669,2689000
8670,2691000
8671,2691000
8672,2691000
8673,2692000
8674,2692000
8675,2693000
8676,2698000
8677,2706000
8678,2711000
8679,2714000
8680,2714000
8681,2713000
8682,2713000
8683,2709000
8684,2709000
8685,2706000
8686,2704000
8687,2704000
8688,2703000
8689,2705000
8690,2703000
8691,2703000
8692,2704000
8693,2703000
8694,2705000
8695,2704000
8696,2704000
8697,2705000
8698,2706000
8699,2707000
8700,2712000
8701,2719000
8702,2726000
8703,2730000
8704,2729000
8705,2730000
8706,2729000
8707,2725000
8708,2722000
8709,2718000
8710,2716000
8711,2718000
8712,2717000
8713,2718000
8714,2717000
8715,2716000
8716,2715000
8717,2716000
8718,2716000
8719,2715000
8720,2715000
8721,2714000
8722,2714000
8723,2716000
8724,2720000
8725,2730000
8726,2738000
8727,2739000
8728,2742000
8729,2741000
8730,2740000
8731,2735000
8732,2733000
8733,2730000
8734,2729000
8735,2730000
8736,2731000
8737,2731000
8738,2732000
8739,2732000
8740,2734000
8741,2735000
8742,2735000
8743,2735000
8744,2735000
8745,2737000
8746,2735000
8747,2736000
8748,2740000
8749,2743000
8750,2748000
8751,2755000
8752,2756000
8753,2755000
8754,2753000
8755,2748000
8756,2746000
8757,2744000
8758,2743000
8759,2744000
8760,2744000
